total in seconds,datetime(utc),channels,ArcusPotentialDronePlots_timestamp,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotsPlot_timestamp,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracks_timestamp,ArcusTracksTrack_id,ArcusTracksTrack_Timestamp,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Classification,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusTracksTrack_Alarm,ArcusSystemStatus_timestamp,ArcusSystemStatus_Name,ArcusSystemStatus_Version,ArcusSystemStatus_OperationalState,ArcusSystemStatusSensor_Name,ArcusSystemStatusSensor_Version,ArcusSystemStatusSensor_OperationalState,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatus_SensorType,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:13.863Z,51.52127307,5.86531378,30.37389477,314.60238647,-37.84783554,2.19080067,OTHER,-36.97592163,0.71562052,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.840Z,51.52020693,5.84659373,92.60994189,245.81236267,14.77915668,10.86907959,OTHER,-20.60007477,0.90260881,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.095Z,51.52231973,5.86859105,73.63378262,240.77740479,1.77915096,6.68402433,OTHER,-35.73942566,0.73527336,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.433Z,51.52228216,5.87088501,32.43616142,188.45645142,-11.85221863,16.31738281,OTHER,-33.55519104,0.78745794,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.894Z,51.52238129,5.86128498,79.77795111,279.62344360000003,-0.32890236,10.84268379,OTHER,-35.33637238,0.84258819,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:05.539Z,51.5234222,5.87217443,50.69566883,68.08029175,-23.64496994,5.87706566,UNKNOWN,-34.80998993,0.56854886,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:09.040Z,51.52170741,5.87000635,47.97184664,123.70167542,2.50318098,7.89364433,OTHER,-34.52863312,0.79895502,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:06.081Z,51.52657203,5.85919443,68.20076541,305.63238525,-45.11401367,5.48632717,UNKNOWN,-32.40991211,0.22727823,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.055Z,51.52283996,5.86777094,98.90919939,28.44226074,-9.88665009,9.59036064,OTHER,-32.22564697,0.71383935,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:10.389Z,51.5210708,5.87054245,74.14015938,58.60765839,3.17791176,10.58359718,OTHER,-30.1727829,0.73227525,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:08.396Z,51.51494822,5.86983218,55.64569279,184.13244629,-26.93642044,3.74340296,UNKNOWN,-29.86909485,0.38490221,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.220Z,51.52360743,5.86917088,30.9924111,318.54431152,1.26377225,5.13644314,OTHER,-37.55238724,0.79016078,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:13.475Z,51.52220378,5.8709598,64.22364787,68.79953766,21.47346687,4.07696104,UNKNOWN,-31.64605713,0.58592129,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.600Z,51.52199847,5.87093354,35.69842635,52.64543533,-60.71048355,15.40007591,OTHER,-29.95426941,0.7033363,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:07.590Z,51.51590597,5.86335396,47.94340191,80.75214386,-5.552423,14.39040279,OTHER,-24.52325821,0.73616385,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:05.929Z,51.52165316,5.8667513,94.28401672,2.00422406,-5.08418274,13.04178143,UNKNOWN,-35.04597473,0.17626686,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.202Z,51.52796338,5.86491823,62.90591172,124.33112335,13.31681728,9.49306202,OTHER,-29.34718704,0.64267945,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.272Z,51.52253076,5.86983864,106.62518839,203.67797852,31.61785316,3.87003827,OTHER,-31.26021194,0.84140426,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.661Z,51.52028202,5.86785976,87.69918918,177.22340393,29.8843956,16.01040649,UNKNOWN,-35.86483765,0.52570689,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:13.825Z,51.52122854,5.86893563,32.83419793,289.86401367,0.03462316,6.67766619,OTHER,-38.16511536,0.715321,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:07.986Z,51.52235126,5.86781507,91.7519949,200.10983276,-7.63515902,4.37155533,UNKNOWN,-32.24997711,0.41919491,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:08.531Z,51.52228674,5.87134016,47.04393636,121.13578796,-17.61989784,22.93226433,OTHER,-35.77555847,0.68459135,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.122Z,51.52788705,5.86307295,49.92523577,71.53712463,0.64968067,11.53556061,OTHER,-30.71788025,0.83661562,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.764Z,51.52031694,5.86610113,31.62060968,85.01615143,-22.58170509,7.60245657,OTHER,-30.35142517,0.85814065,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:06.124Z,51.52292662,5.86820424,105.86914958,41.98340988,-13.54665565,12.66689491,UNKNOWN,-32.65769577,0.58026385,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.433Z,51.52299438,5.87122044,31.72456958,92.87822723,9.82837296,11.75918865,OTHER,-33.25341034,0.72242868,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:05.916Z,51.52148888,5.86613512,88.35325628,144.91877747,-35.14431,7.44159412,UNKNOWN,-35.28517151,0.48554039,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.904Z,51.5220659,5.86481855,179.93496247,164.45663452,-39.47034836,12.70522976,UNKNOWN,-34.52865601,0.52850914,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.450Z,51.53667425,5.87386322,445.84446554,127.89002991,0.90902996,22.47926331,OTHER,-22.77891541,0.81594747,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.526Z,51.52067858,5.87049752,34.11680929,97.90975952,-10.19514561,14.89022827,OTHER,-35.08681107,0.64649749,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:05.661Z,51.52066815,5.86901017,58.55962046,225.14729309,-31.29924774,3.58683062,UNKNOWN,-38.522995,0.15745099,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.717Z,51.51625983,5.85047109,51.13129482,205.87110901,0.32970068,5.74843454,OTHER,-18.96305084,0.85953486,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.881Z,51.52163273,5.86360849,39.86572466,33.30488586,3.1348424,22.59280396,OTHER,-36.39391327,0.7918725000000001,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.095Z,51.52200102,5.86943708,38.63401685,65.64044189,-4.67402267,12.60744953,UNKNOWN,-35.48007965,0.51368445,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:05.988Z,51.52232769,5.86693482,30.86495413,213.46057129,-0.4277133,16.45375824,UNKNOWN,-34.90953445,0.27455184,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:07.019Z,51.52297835,5.86665119,134.53841665,333.5748291000001,-36.73386383,7.62561846,UNKNOWN,-33.65159607,0.17370242,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.643Z,51.5190204,5.86578905,117.30286859,280.51882935,-5.26341057,11.76556015,UNKNOWN,-29.71768188,0.39271414,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.471Z,51.52230032,5.87124496,52.68869424,230.89077759,63.90498352,3.2621541,OTHER,-36.27238083,0.60659778,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:05.606Z,51.51947044,5.86792322,129.64054429,67.91036987,15.6559763,3.94122958,UNKNOWN,-25.35654449,0.38604689,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.258Z,51.52288329,5.87003834,74.32862842,77.09850311,7.51101351,13.36922932,OTHER,-32.72297668,0.76002896,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:10.796Z,51.52108601,5.86873047,79.64551804,19.67593193,-4.89612627,8.96832848,OTHER,-32.78448868,0.69166332,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:13.790Z,51.5204245,5.86642419,83.64639406,357.28768921,-11.39333439,12.46006489,UNKNOWN,-33.43619537,0.42729157,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.387Z,51.5134183,5.86965459,96.58183316,4.13237095,9.41608906,9.30246353,UNKNOWN,-32.04940033,0.18126899,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.881Z,51.52168825,5.86497139,68.9300419,154.59593201,-29.4267807,9.14284611,UNKNOWN,-35.89918518,0.59105611,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.464Z,51.52445516,5.87175759,121.72763235,352.4548645,16.54429054,4.13120413,UNKNOWN,-35.5408287,0.32258591,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:06.233Z,51.52516115,5.86810309,146.96469993,337.13247681,12.91189861,3.87401319,UNKNOWN,-39.06214142,0.00057486,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.480Z,51.5225988,5.87146362,42.32270095,107.31611633,32.71546173,8.25715065,OTHER,-32.74724197,0.64211661,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:09.471Z,51.52291668,5.8713323,29.40211493,72.01840973,-3.14837503,8.78887558,UNKNOWN,-32.91753769,0.29014605,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.701Z,51.52046186,5.86802107,149.09674728,128.74008179,-41.78844833,10.93692684,OTHER,-33.5348587,0.65207082,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.877Z,51.52171228,5.86586683,143.05218196,56.54488754,-14.16040897,10.21312809,UNKNOWN,-38.47888947,0.43553594,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.617Z,51.52280112,5.87237313,136.20343719,83.19280243,-22.60363579,12.43118668,UNKNOWN,-31.73920822,0.5235104,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.972Z,51.52202567,5.86838634,31.86749303,255.84783936,-52.04981995,9.31116581,UNKNOWN,-36.78604507,0.49886543,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.463Z,51.52395774,5.87036607,85.63398793,239.85429382,44.43172455,10.83752441,UNKNOWN,-34.64461517,0.29479504,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:08.384Z,51.52975593,5.87015826,78.28688895,107.67204285,17.30362129,13.48539734,UNKNOWN,-28.29861069,0.07515056,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.449Z,51.52438492,5.87188975,37.44964327,326.56439209,0.83334863,8.81942654,UNKNOWN,-34.15534973,0.3971377,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:07.598Z,51.53159969,5.88458738,152.59981865,108.85903168,2.16496277,22.16783333,UNKNOWN,-24.30837631,0.094328,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.614Z,51.51324956,5.86520634,115.95918501,22.13215065,16.40869331,2.46260452,UNKNOWN,-31.9870224,0.00791437,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.348Z,51.52862056,5.86990104,53.16937783,29.87199211,8.97041798,7.02328014,UNKNOWN,-31.69644547,0.53470528,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.835Z,51.5203679,5.84947437,98.251901,84.31472778,13.65978718,7.07747459,UNKNOWN,-25.53144836,0.46152166,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.339Z,51.52345009,5.86913537,197.60028915,274.76141357,15.35048771,3.56465054,UNKNOWN,-33.44321442,0.04508465,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.215Z,51.52322649,5.86776467,112.14334156,314.6321106000001,-81.81718445,16.55399323,UNKNOWN,-34.43878555,0.03951553,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:10.870Z,51.51909901,5.84798322,80.30019813,214.08276367,17.94237328,10.14455414,UNKNOWN,-22.07588577,0.04378881,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:10.357Z,51.52450559,5.87017891,119.71562225,175.13215637,-72.24039459,5.94735527,UNKNOWN,-34.56817627,0.04319697,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.146Z,51.52262523,5.86942423,46.94601461,207.45573425,-29.4150219,13.4512682,UNKNOWN,-35.64136505,0.47512811,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.186Z,51.52605453,5.86606257,132.56387362,359.22692871,-13.43244553,9.94969749,UNKNOWN,-33.28558731,0.26987237,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.135Z,51.52265318,5.86867651,138.14455947,259.85379028,-16.15271568,3.11046672,OTHER,-30.30443573,0.6641071999999999,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.807Z,51.52019932,5.8624303,49.95497454,121.4120636,-0.14128093,13.34547997,OTHER,-37.36481476,0.71035659,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.807Z,51.52048515,5.86419884,89.2163921,97.30780792,-28.44284248,8.86701202,OTHER,-37.49304962,0.74830574,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.764Z,51.51504689,5.8463387,86.00536558,65.49695587,6.11646986,14.07696915,UNKNOWN,-22.24116516,0.33015266,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.661Z,51.51565582,5.85786194,94.35891672,233.63235474,78.00322723,3.52643776,UNKNOWN,-26.38702393,0.35752001,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.169Z,51.52190383,5.87010459,34.70432922,240.99708557,20.46247673,9.77372837,UNKNOWN,-33.30593491,0.41693985,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:06.615Z,51.51908129,5.86611799,321.70852356,49.13239288,46.22385406,18.46775627,UNKNOWN,-34.17222595,0.22636017,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.060Z,51.52401902,5.86249625,38.72780681,154.55207825,6.45193768,0.92895907,OTHER,-26.54481888,0.69466776,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.789Z,51.51954872,5.86072492,63.05465658,192.04212952,-10.75785732,9.66821194,UNKNOWN,-33.64687347,0.15888929,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.503Z,51.52393532,5.87298684,143.33823426,218.81591797,-19.48702812,5.45930815,UNKNOWN,-35.83874893,0.4652667,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:13.722Z,51.52087024,5.86924729,70.20620235,24.14247513,-82.85636902,4.5337925000000014,UNKNOWN,-34.89436722,0.54577929,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:11.793Z,51.5145885,5.85275581,148.48155079,238.13259888,-10.82416344,7.38203239,UNKNOWN,-26.28173065,0.00859657,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.764Z,51.52036068,5.86566856,22.82096946,115.05727386,-1.871719,10.97625065,UNKNOWN,-33.10022736,0.42193055,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.807Z,51.52128589,5.86928123,74.77928056,14.12945652,-72.21597290000003,3.12505269,UNKNOWN,-33.2335434,0.4763326,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.823Z,51.52066544,5.86296456,64.8284616,52.46767044,17.70742989,6.43779993,UNKNOWN,-34.49693298,0.32426643,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:13.125Z,51.52289274,5.86802237,137.68206279,69.73380279999999,-17.29024887,7.69807673,UNKNOWN,-34.64178467,0.23243807,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.348Z,51.52234894,5.87047822,70.60833338,114.09631348,70.43476105,4.47451019,UNKNOWN,-31.75183868,0.21606292,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.481Z,51.52433383,5.87286523,187.8529448,209.67207336,47.31425095,11.31269073,UNKNOWN,-32.74750519,0.30702388,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:12.643Z,51.51461246,5.85720433,43.46110938,0.60594225,-36.74192429,9.96684647,UNKNOWN,-23.45685577,0.04403171,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.724Z,51.51612214,5.85684415,65.15274851,296.19061279,2.67221498,13.57208061,UNKNOWN,-26.36858368,0.46646219,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.745Z,51.52122395,5.86983281,46.06592263,64.03372192,-28.3373909,4.62621069,UNKNOWN,-36.57833862,0.50513601,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.060Z,51.52373412,5.86238514,32.10547304,284.27319336,-2.63881612,3.17077875,UNKNOWN,-21.57475281,0.47270542,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.186Z,51.53058928,5.86208237,39.23260987,345.91235352,-30.74136734,12.09707832,UNKNOWN,-33.12314987,0.26029393,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.464Z,51.52457187,5.87180374,135.48146357,242.02397156,11.67772579,5.6174202000000015,UNKNOWN,-35.58815002,0.36234671,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.530Z,51.52102539,5.87004002,63.14282944,347.67080688,31.427845,17.05971146,UNKNOWN,-35.65969086,0.27089939,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.823Z,51.52034684,5.86038344,31.31474343,73.33390808,-21.67502594,10.078619,UNKNOWN,-22.27988815,0.37313333,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.451Z,51.51987557,5.86976036,94.94566756,84.82044983,-12.34029388,9.0785923,UNKNOWN,-34.09960938,0.17325523,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.789Z,51.52079677,5.86683762,100.6938485,38.56636047,-14.53955173,3.57141447,UNKNOWN,-27.73386383,0.06435261,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.877Z,51.52155925,5.86722157,52.87755689,331.99093628,-61.62988281,9.18778515,UNKNOWN,-35.78645325,0.15919660000000002,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.789Z,51.51884068,5.85809313,37.30901934,161.59037781,-1.82143223,16.113241199999994,UNKNOWN,-8.33538055,0.05068671,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.764Z,51.51869778,5.86015045,28.89255096,135.31277466,-0.09667115,14.67577457,UNKNOWN,-28.30859375,0.05100474,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.503Z,51.52829337,5.87719708,261.63866864,31.13277817,8.5588913,2.69494843,UNKNOWN,-30.54904938,0.03030564,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.481Z,51.52356302,5.87228026,100.14137262,309.15197754,9.67741203,8.95588207,UNKNOWN,-32.10241318,0.06924263,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.348Z,51.5227871,5.87041373,31.45326892,119.58026886,1.56973267,7.76028013,UNKNOWN,-34.63763809,0.06334213,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.459Z,51.52464118,5.87290275,130.53248596,257.45980835,-6.60514832,5.9194231,UNKNOWN,-34.66834259,0.04064548,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.162Z,51.52285183,5.86940567,75.98338812,76.92789459,-2.4935441000000003,4.79411268,UNKNOWN,-23.36459732,0.00104665,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.926Z,51.52261697,5.86282636,288.26756988,103.13237,-18.88430786,5.25113297,UNKNOWN,-32.48490906,0.07015259,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:14.657Z,51.52000842,5.86789149,143.47689237,101.34249878,-15.65361309,5.71189737,UNKNOWN,-29.25014877,0.05627145,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:16.186Z,51.52289689,5.86922282,92.68985382,287.18499756,69.11473083,6.93932009,UNKNOWN,-38.07785797,0.14241813,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.928Z,51.52338892,5.86203261,33.11034009,207.28315735,0.50319737,17.99996376,UNKNOWN,-21.30712128,0.36806706,False,,,,,,,,,,,,,,,,,
1601382076,2020-09-29 12:21:16,,,,,,,,,,,2020-09-29T12:21:15.162Z,51.52532626,5.8673743,160.07754191,313.83813477,18.382059100000006,4.17034817,UNKNOWN,-37.76547623,0.06333403,False,,,,,,,,,,,,,,,,,
1601382077,2020-09-29 12:21:17,,,,,,,,,,,2020-09-29T12:21:07.051Z,51.52669703,5.86049277,55.74369128,258.85574341,-14.0230093,6.60052347,OTHER,-28.55696106,0.82763451,False,,,,,,,,,,,,,,,,,
1601382077,2020-09-29 12:21:17,,,,,,,,,,,2020-09-29T12:21:14.464Z,51.5224765,5.87123873,32.35308948,11.1874609,-69.07305908,4.1438694,OTHER,-34.63050079,0.80616516,False,,,,,,,,,,,,,,,,,
1601382077,2020-09-29 12:21:17,,,,,,,,,,,2020-09-29T12:21:15.724Z,51.52084734,5.86881378,138.93610523,79.41313171,24.91770935,15.98685551,OTHER,-36.04704285,0.95908439,False,,,,,,,,,,,,,,,,,
