,time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,datetime(local),altitude(m)
2239,336593,2020-09-29 12:04:08,51.515851683940895,5.84933548842863,176.57152796,171.48622596,87.50000279999999,275.11369089025004,0,20.802535377,2505.8891878000004,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,244.7,-4.0,2.9,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,275.11369089025004,176.57152796,6,P-GPS,,2020-09-29 14:04:08,83.85465298334822
2241,336994,2020-09-29 12:04:08,51.515851683940895,5.84933548842863,175.94160668,170.85630468,87.50000279999999,274.48376961025,0,21.4766819848,2505.8891878000004,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,246.0,-3.0,4.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,274.48376961025,175.94160668,6,P-GPS,,2020-09-29 14:04:08,83.66265297720422
2246,337598,2020-09-29 12:04:09,51.5158085896449,5.849218768355019,174.50131792,170.99081912,85.9251996,273.04348085025003,0,21.949682947800003,2536.65362448,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-2.013246,0.0,243.4,0.8,1.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,273.04348085025003,174.50131792,6,P-GPS,,2020-09-29 14:04:09,83.22365296315621
2247,337803,2020-09-29 12:04:09,51.5158085896449,5.849218768355019,174.25197408,170.74147528,85.9251996,272.79413701025004,0,21.782426944,2536.65362448,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.0,0.5,2.9,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.79413701025004,174.25197408,6,P-GPS,,2020-09-29 14:04:09,83.14765296072422
2248,338003,2020-09-29 12:04:09,51.5158085896449,5.849218768355019,174.08465124,170.57415244,85.9251996,272.62681417025004,0,21.4785610144,2536.65362448,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.7,-0.1,4.4,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.62681417025004,174.08465124,6,P-GPS,,2020-09-29 14:04:09,83.09665295909221
2249,338204,2020-09-29 12:04:09,51.51576506333279,5.849096375105799,174.08465124,171.39436244,85.1049896,272.62681417025004,0,21.4785610144,2568.57619768,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.7,-0.1,4.4,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.62681417025004,174.08465124,6,P-GPS,,2020-09-29 14:04:09,83.09665295909221
2250,338408,2020-09-29 12:04:09,51.51576506333279,5.849096375105799,174.048562,171.35827319999999,85.1049896,272.59072493025,0,21.2311778198,2568.57619768,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.1,-1.3,2.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.59072493025,174.048562,6,P-GPS,,2020-09-29 14:04:09,83.08565295874021
2256,339414,2020-09-29 12:04:10,51.5157228477725,5.848974362777341,173.79593732,171.82743332,84.3832048,272.33810025025,0,21.7935221664,2600.16084436,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.9,0.0,3.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.33810025025,173.79593732,6,P-GPS,,2020-09-29 14:04:10,83.00865295627621
2255,339213,2020-09-29 12:04:10,51.5157228477725,5.848974362777341,173.69751212,171.72900812,84.3832048,272.23967505025,0,21.8086215114,2600.16084436,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-2.013246,0.0,243.7,-0.7,-0.3,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.23967505025,173.69751212,6,P-GPS,,2020-09-29 14:04:10,82.9786529553162
2254,339013,2020-09-29 12:04:10,51.51576506333279,5.849096375105799,173.69751212,171.00722332,85.1049896,272.23967505025,0,21.8086215114,2568.57619768,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-2.013246,0.0,243.7,-0.7,-0.3,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.23967505025,173.69751212,6,P-GPS,,2020-09-29 14:04:10,82.9786529553162
2251,338514,2020-09-29 12:04:10,51.51576506333279,5.849096375105799,174.048562,171.35827319999999,85.1049896,272.59072493025,0,21.2311778198,2568.57619768,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.1,-1.3,2.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.59072493025,174.048562,6,P-GPS,,2020-09-29 14:04:10,83.08565295874021
2252,338608,2020-09-29 12:04:10,51.51576506333279,5.849096375105799,174.02559612,171.33530732,85.1049896,272.56775905025,0,21.3852135082,2568.57619768,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,243.9,-2.5,3.0,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.56775905025,174.02559612,6,P-GPS,,2020-09-29 14:04:10,83.0786529585162
2253,338808,2020-09-29 12:04:10,51.51576506333279,5.849096375105799,173.88123916,171.19095036,85.1049896,272.42340209025,0,21.845642868400002,2568.57619768,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-2.013246,0.0,243.6,-1.7,1.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.42340209025,173.88123916,6,P-GPS,,2020-09-29 14:04:10,83.03465295710821
2263,340427,2020-09-29 12:04:11,51.5156781262955,5.848851740609901,173.06759084,171.75525484,83.72703680000001,271.60975377025,0,21.7533243546,2632.37213148,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,247.5,-2.2,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.60975377025,173.06759084,6,P-GPS,,2020-09-29 14:04:11,82.78665294917221
2262,340226,2020-09-29 12:04:11,51.5156781262955,5.848851740609901,173.48425752,172.17192152,83.72703680000001,272.02642045025004,0,21.5184456546,2632.37213148,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.4,-2.1,2.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.02642045025004,173.48425752,6,P-GPS,,2020-09-29 14:04:11,82.91365295323622
2261,340225,2020-09-29 12:04:11,51.5156781262955,5.848851740609901,173.48425752,172.17192152,83.72703680000001,272.02642045025004,0,21.5184456546,2632.37213148,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.4,-2.1,2.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.02642045025004,173.48425752,6,P-GPS,,2020-09-29 14:04:11,82.91365295323622
2258,339620,2020-09-29 12:04:11,51.5157228477725,5.848974362777341,173.4252024,171.45669840000002,84.3832048,271.96736533025,0,21.6073416502,2600.16084436,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.6,-1.0,2.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.96736533025,173.4252024,6,P-GPS,,2020-09-29 14:04:11,82.8956529526602
2259,339818,2020-09-29 12:04:11,51.5157228477725,5.848974362777341,173.49410004,171.52559604,84.3832048,272.03626297025,0,21.1560166358,2600.16084436,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.1,-0.2,2.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.03626297025,173.49410004,6,P-GPS,,2020-09-29 14:04:11,82.9166529533322
2257,339586,2020-09-29 12:04:11,51.5157228477725,5.848974362777341,173.79593732,171.82743332,84.3832048,272.33810025025,0,21.7935221664,2600.16084436,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.9,0.0,3.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.33810025025,173.79593732,6,P-GPS,,2020-09-29 14:04:11,83.00865295627621
2260,340019,2020-09-29 12:04:11,51.5157228477725,5.848974362777341,173.48425752,171.51575352,84.3832048,272.02642045025004,0,21.5184456546,2600.16084436,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.4,-2.1,2.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,272.02642045025004,173.48425752,6,P-GPS,,2020-09-29 14:04:11,82.91365295323622
2264,340629,2020-09-29 12:04:12,51.5156781262955,5.848851740609901,172.6706092,171.35827319999999,83.72703680000001,271.21277213025,0,21.7453608482,2632.37213148,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,247.6,-0.4,1.6,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.21277213025,172.6706092,6,P-GPS,,2020-09-29 14:04:12,82.66565294530021
2265,340651,2020-09-29 12:04:12,51.5156781262955,5.848851740609901,172.6706092,171.35827319999999,83.72703680000001,271.21277213025,0,21.7453608482,2632.37213148,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,247.6,-0.4,1.6,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.21277213025,172.6706092,6,P-GPS,,2020-09-29 14:04:12,82.66565294530021
2266,340830,2020-09-29 12:04:12,51.5156781262955,5.848851740609901,172.79528112,171.48294512,83.72703680000001,271.33744405025004,0,21.3148393758,2632.37213148,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.7,-0.4,1.7,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.33744405025004,172.79528112,6,P-GPS,,2020-09-29 14:04:12,82.70365294651621
2267,341030,2020-09-29 12:04:12,51.5156781262955,5.848851740609901,172.54593728,171.23360128,83.72703680000001,271.08810021025,0,21.4582272298,2632.37213148,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.3,-1.1,1.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.08810021025,172.54593728,6,P-GPS,,2020-09-29 14:04:12,82.6276529440842
2268,341230,2020-09-29 12:04:12,51.515635042872,5.848731295185421,172.54593728,170.67585848,84.2847796,271.08810021025,0,21.4582272298,2663.84194876,15,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.3,-1.1,1.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.08810021025,172.54593728,6,P-GPS,,2020-09-29 14:04:12,82.6276529440842
2269,341434,2020-09-29 12:04:12,51.515635042872,5.848731295185421,172.65420500000002,170.78412619999997,84.2847796,271.19636793025,0,21.0982364756,2663.84194876,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.2,-0.4,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.19636793025,172.65420500000002,6,P-GPS,,2020-09-29 14:04:12,82.6606529451402
2276,342444,2020-09-29 12:04:13,51.5155921219467,5.848613456213321,173.44488744,170.59055664,85.2690316,271.98705037025,0,20.1080549846,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.7,-3.3,2.4,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.98705037025,173.44488744,6,P-GPS,,2020-09-29 14:04:13,82.9016529528522
2275,342243,2020-09-29 12:04:13,51.5155921219467,5.848613456213321,173.1135226,170.2591918,85.2690316,271.65568553025,0,20.5365408416,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.6,-0.4,3.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.65568553025,173.1135226,6,P-GPS,,2020-09-29 14:04:13,82.80065294962021
2274,342242,2020-09-29 12:04:13,51.5155921219467,5.848613456213321,173.1135226,170.2591918,85.2690316,271.65568553025,0,20.5365408416,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.6,-0.4,3.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.65568553025,173.1135226,6,P-GPS,,2020-09-29 14:04:13,82.80065294962021
2270,341633,2020-09-29 12:04:13,51.515635042872,5.848731295185421,172.88714464,171.01706584,84.2847796,271.42930757025,0,21.0931586218,2663.84194876,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.6,-1.0,0.4,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.42930757025,172.88714464,6,P-GPS,,2020-09-29 14:04:13,82.7316529474122
2272,341834,2020-09-29 12:04:13,51.515635042872,5.848731295185421,172.99541236,171.12533356,84.2847796,271.53757529025,0,21.0554438134,2663.84194876,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,-0.223694,246.6,0.5,1.8,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.53757529025,172.99541236,6,P-GPS,,2020-09-29 14:04:13,82.76465294846821
2271,341714,2020-09-29 12:04:13,51.515635042872,5.848731295185421,172.88714464,171.01706584,84.2847796,271.42930757025,0,21.0931586218,2663.84194876,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.6,-1.0,0.4,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.42930757025,172.88714464,6,P-GPS,,2020-09-29 14:04:13,82.7316529474122
2273,342043,2020-09-29 12:04:13,51.515635042872,5.848731295185421,173.1135226,171.2434438,84.2847796,271.65568553025,0,20.5365408416,2663.84194876,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.6,-0.4,3.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.65568553025,173.1135226,6,P-GPS,,2020-09-29 14:04:13,82.80065294962021
2282,343248,2020-09-29 12:04:14,51.5155508965324,5.84849853079078,172.77887692,169.82612092,85.3674568,271.32103985025003,0,21.2315580996,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.2,-1.1,1.7,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.32103985025003,172.77887692,6,P-GPS,,2020-09-29 14:04:14,82.69865294635622
2284,343443,2020-09-29 12:04:14,51.5155508965324,5.84849853079078,172.22113412,169.26837812,85.3674568,270.76329705025,0,21.226390768199998,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,242.6,-0.9,1.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,270.76329705025,172.22113412,6,P-GPS,,2020-09-29 14:04:14,82.5286529409162
2283,343251,2020-09-29 12:04:14,51.5155508965324,5.84849853079078,172.10958556,169.15682956,85.3674568,270.65174849025004,0,21.5949937414,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,243.4,-2.1,3.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,270.65174849025004,172.10958556,6,P-GPS,,2020-09-29 14:04:14,82.49465293982821
2281,343243,2020-09-29 12:04:14,51.5155508965324,5.84849853079078,172.77887692,169.82612092,85.3674568,271.32103985025003,0,21.2315580996,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.2,-1.1,1.7,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.32103985025003,172.77887692,6,P-GPS,,2020-09-29 14:04:14,82.69865294635622
2277,342643,2020-09-29 12:04:14,51.5155921219467,5.848613456213321,173.22179032,170.36745952,85.2690316,271.76395325025004,0,20.408610243,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,246.0,-4.7,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.76395325025004,173.22179032,6,P-GPS,,2020-09-29 14:04:14,82.83365295067621
2279,342843,2020-09-29 12:04:14,51.5155921219467,5.848613456213321,173.03806328,170.18373248,85.2690316,271.58022621025003,0,20.394070133,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.8,-3.5,1.6,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.58022621025003,173.03806328,6,P-GPS,,2020-09-29 14:04:14,82.77765294888421
2278,342779,2020-09-29 12:04:14,51.5155921219467,5.848613456213321,173.22179032,170.36745952,85.2690316,271.76395325025004,0,20.408610243,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,246.0,-4.7,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.76395325025004,173.22179032,6,P-GPS,,2020-09-29 14:04:14,82.83365295067621
2280,343043,2020-09-29 12:04:14,51.5155921219467,5.848613456213321,172.77887692,169.92454612,85.2690316,271.32103985025003,0,21.2315580996,2694.79011248,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,245.2,-1.1,1.7,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,271.32103985025003,172.77887692,6,P-GPS,,2020-09-29 14:04:14,82.69865294635622
2285,343645,2020-09-29 12:04:15,51.5155508965324,5.84849853079078,171.76181652,168.80906052,85.3674568,270.30397945025004,0,21.3711431556,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,244.3,-0.4,1.8,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,270.30397945025004,171.76181652,6,P-GPS,,2020-09-29 14:04:15,82.38865293643622
2286,343845,2020-09-29 12:04:15,51.5155508965324,5.84849853079078,171.43701336,168.48425736,85.3674568,269.97917629025,0,21.8682807012,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.1,0.5,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.97917629025,171.43701336,6,P-GPS,,2020-09-29 14:04:15,82.2896529332682
2287,343853,2020-09-29 12:04:15,51.5155508965324,5.84849853079078,171.43701336,168.48425736,85.3674568,269.97917629025,0,21.8682807012,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,246.1,0.5,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.97917629025,171.43701336,6,P-GPS,,2020-09-29 14:04:15,82.2896529332682
2288,344047,2020-09-29 12:04:15,51.5155508965324,5.84849853079078,171.21719708,168.26444108,85.3674568,269.75936001025,0,21.6827041588,2724.84260688,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.6,0.7,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.75936001025,171.21719708,6,P-GPS,,2020-09-29 14:04:15,82.22265293112422
2289,344248,2020-09-29 12:04:15,51.5155070751373,5.84837665043225,171.21719708,167.77231508,85.8595828,269.75936001025,0,21.6827041588,2756.73893336,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.6,0.7,3.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.75936001025,171.21719708,6,P-GPS,,2020-09-29 14:04:15,82.22265293112422
2290,344449,2020-09-29 12:04:15,51.5155070751373,5.84837665043225,171.21719708,167.77231508,85.8595828,269.75936001025,0,21.536699085,2756.73893336,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,243.3,1.0,0.1,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.75936001025,171.21719708,6,P-GPS,,2020-09-29 14:04:15,82.22265293112422
2296,345253,2020-09-29 12:04:16,51.5154640238005,5.848258033829321,171.09908684,166.24344364,87.270344,269.64124977025,0,20.9277816476,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,242.4,1.8,3.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.64124977025,171.09908684,6,P-GPS,,2020-09-29 14:04:16,82.1866529299722
2297,345457,2020-09-29 12:04:16,51.5154640238005,5.848258033829321,170.85630468,166.00066148,87.270344,269.39846761025,0,20.6620779144,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,240.0,-0.5,1.7,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.39846761025,170.85630468,6,P-GPS,,2020-09-29 14:04:16,82.1126529276042
2295,345252,2020-09-29 12:04:16,51.5154640238005,5.848258033829321,171.09908684,166.24344364,87.270344,269.64124977025,0,20.9277816476,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,242.4,1.8,3.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.64124977025,171.09908684,6,P-GPS,,2020-09-29 14:04:16,82.1866529299722
2291,344649,2020-09-29 12:04:16,51.5155070751373,5.84837665043225,171.20735456,167.76247256,85.8595828,269.74951749025,0,21.6043217812,2756.73893336,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,243.6,1.6,0.7,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.74951749025,171.20735456,6,P-GPS,,2020-09-29 14:04:16,82.21965293102821
2293,344917,2020-09-29 12:04:16,51.5155070751373,5.84837665043225,171.02034668,167.57546468,85.8595828,269.56250961025,0,21.135011769200002,2756.73893336,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,243.8,2.0,4.6,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.56250961025,171.02034668,6,P-GPS,,2020-09-29 14:04:16,82.1626529292042
2292,344853,2020-09-29 12:04:16,51.5155070751373,5.84837665043225,171.02034668,167.57546468,85.8595828,269.56250961025,0,21.135011769200002,2756.73893336,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,243.8,2.0,4.6,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.56250961025,171.02034668,6,P-GPS,,2020-09-29 14:04:16,82.1626529292042
2294,345051,2020-09-29 12:04:16,51.5155070751373,5.84837665043225,171.09908684,167.65420484,85.8595828,269.64124977025,0,20.9277816476,2756.73893336,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,242.4,1.8,3.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,269.64124977025,171.09908684,6,P-GPS,,2020-09-29 14:04:16,82.1866529299722
2298,345656,2020-09-29 12:04:17,51.5154640238005,5.848258033829321,170.32152776,165.46588456,87.270344,268.86369069025,0,20.595953968,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,240.7,-0.4,-1.0,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,268.86369069025,170.32152776,6,P-GPS,,2020-09-29 14:04:17,81.9496529223882
2299,345856,2020-09-29 12:04:17,51.5154640238005,5.848258033829321,169.92454612,165.06890292,87.270344,268.46670905025,0,20.4696563356,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,242.4,0.5,2.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,268.46670905025,169.92454612,6,P-GPS,,2020-09-29 14:04:17,81.82865291851621
2300,345987,2020-09-29 12:04:17,51.5154640238005,5.848258033829321,169.92454612,165.06890292,87.270344,268.46670905025,0,20.4696563356,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,242.4,0.5,2.2,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,268.46670905025,169.92454612,6,P-GPS,,2020-09-29 14:04:17,81.82865291851621
2301,346056,2020-09-29 12:04:17,51.5154640238005,5.848258033829321,169.41929676,164.56365356,87.270344,267.96145969025,0,20.557031212000002,2787.86426244,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,243.6,-0.4,1.3,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,267.96145969025,169.41929676,6,P-GPS,,2020-09-29 14:04:17,81.67465291358822
2302,346256,2020-09-29 12:04:17,51.5154225118414,5.84814464301939,169.41929676,162.72638316,89.1076144,267.96145969025,0,20.557031212000002,2817.69037888,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,243.6,-0.4,1.3,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,267.96145969025,169.41929676,6,P-GPS,,2020-09-29 14:04:17,81.67465291358822
2303,346456,2020-09-29 12:04:17,51.5154225118414,5.84814464301939,168.33333872,161.64042512,89.1076144,266.87550165025,0,20.478402771,2817.69037888,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.223694,243.4,0.7,3.9,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,266.87550165025,168.33333872,6,P-GPS,,2020-09-29 14:04:17,81.3436529029962
2310,347461,2020-09-29 12:04:18,51.515379765348904,5.84802957094319,167.30315496,158.87139616,90.84645959999999,265.84531789025,0,20.2033486286,2848.08408064,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,245.1,2.2,5.3,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,265.84531789025,167.30315496,6,P-GPS,,2020-09-29 14:04:18,81.0296528929482
2309,347259,2020-09-29 12:04:18,51.515379765348904,5.84802957094319,167.32940168,158.89764288,90.84645959999999,265.87156461025,0,20.2320933076,2848.08408064,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.6,2.5,4.6,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,265.87156461025,167.32940168,6,P-GPS,,2020-09-29 14:04:18,81.03765289320421
2307,347057,2020-09-29 12:04:18,51.5154225118414,5.84814464301939,167.3556484,160.6627348,89.1076144,265.89781133025,0,20.568215912,2817.69037888,16,0,0,279.44439969025,180.90223676,35.248805744,3788.5171816,-1.11847,-1.789552,0.0,244.6,3.2,2.5,0,0,1024,1024,1024,1024,0,0,58,,,,,,,0,32,265.89781133025,167.3556484,6,P-GPS,,2020-09-29 14:04:18,81.04565289346021
